1	1	1	1	1	20	15.8	75.85	163.02	1138.68	20	20	20	20	0
2	1	1	1	1	20	15.8	75.85	163.02	1138.68	20	20	20	20	0
3	1	8	4	1	76	15.2	1060.88	19.64	130.63	20	0	76	76	0
4	1	8	4	1	76	15.2	1060.88	19.64	130.63	20	0	76	76	0
5	2	1	1	1	20	15.8	75.85	163.02	1138.68	20	20	20	20	0
6	2	1	1	1	20	15.8	75.85	163.02	1138.68	20	20	20	20	0
7	2	8	4	1	76	15.2	1060.88	19.64	130.63	20	0	76	76	0
8	2	8	4	1	76	15.2	1060.88	19.64	130.63	20	0	76	76	0
9	7	8	8	1	100	25	4754.4	75.64	839.45	70	0	100	100	0
10	7	8	8	1	100	25	4754.4	75.64	839.45	70	0	100	100	0
11	7	8	8	1	100	25	4754.4	75.64	839.45	70	0	100	100	0
12	13	12	10	1	197	68.95	6510	74.75	1159.93	30	0	180	197	0
13	13	12	10	1	197	68.95	6510	74.75	1159.93	30	0	180	197	0
14	13	12	10	1	197	68.95	6510	74.75	1159.93	30	0	180	197	0
15	14	1	1	1	0	0	0	0	0	0	0	0	0	0
16	15	4	2	1	12	2.4	571.2	94.74	72.68	10	0	12	12	0
17	15	4	2	1	12	2.4	571.2	94.74	72.68	10	0	12	12	0
18	15	4	2	1	12	2.4	571.2	94.74	72.68	10	0	12	12	0
19	15	4	2	1	12	2.4	571.2	94.74	72.68	10	0	12	12	0
20	15	4	2	1	12	2.4	571.2	94.74	72.68	10	0	12	12	0
21	15	8	8	1	155	54.25	1696.34	15.46	252.67	30	0	155	155	0
22	16	8	8	1	155	54.25	1696.34	15.46	252.67	30	0	155	155	0
23	18	48	48	1	400	100	2400	5.46	215.08	200	0	400	400	0
24	21	48	48	1	400	100	2400	5.46	215.08	200	0	400	400	0
25	22	1	1	1	50	0	0	0	0	50	50	50	50	0
26	22	1	1	1	50	0	0	0	0	50	50	50	50	0
27	22	1	1	1	50	0	0	0	0	50	50	50	50	0
28	22	1	1	1	50	0	0	0	0	50	50	50	50	0
29	22	1	1	1	50	0	0	0	0	50	50	50	50	0
30	22	1	1	1	50	0	0	0	0	50	50	50	50	0
31	23	8	8	1	155	54.25	1696.34	15.46	252.67	30	0	155	155	0
32	23	8	8	1	155	54.25	1696.34	15.46	252.67	30	0	155	155	0
33	23	24	48	1	350	140	7953.04	15.89	358.23	40	0	240	350	0
34	25	1	1	1	20	15.8	75.85	163.02	1138.68	20	20	20	20	0
35	25	1	1	1	20	15.8	75.85	163.02	1138.68	20	20	20	20	0
36	25	8	4	1	76	15.2	1060.88	19.64	130.63	20	0	76	76	0
37	25	8	4	1	76	15.2	1060.88	19.64	130.63	20	0	76	76	0
38	26	1	1	1	20	15.8	75.85	163.02	1138.68	20	20	20	20	0
39	26	1	1	1	20	15.8	75.85	163.02	1138.68	20	20	20	20	0
40	26	8	4	1	76	15.2	1060.88	19.64	130.63	20	0	76	76	0
41	26	8	4	1	76	15.2	1060.88	19.64	130.63	20	0	76	76	0
42	31	8	8	1	100	25	4754.4	75.64	839.45	70	0	100	100	0
43	31	8	8	1	100	25	4754.4	75.64	839.45	70	0	100	100	0
44	31	8	8	1	100	25	4754.4	75.64	839.45	70	0	100	100	0
45	37	12	10	1	197	68.95	6510	74.75	1159.93	30	0	180	197	0
46	37	12	10	1	197	68.95	6510	74.75	1159.93	30	0	180	197	0
47	37	12	10	1	197	68.95	6510	74.75	1159.93	30	0	180	197	0
48	38	1	1	1	0	0	0	0	0	0	0	0	0	0
49	39	4	2	1	12	2.4	571.2	94.74	72.68	10	0	12	12	0
50	39	4	2	1	12	2.4	571.2	94.74	72.68	10	0	12	12	0
51	39	4	2	1	12	2.4	571.2	94.74	72.68	10	0	12	12	0
52	39	4	2	1	12	2.4	571.2	94.74	72.68	10	0	12	12	0
53	39	4	2	1	12	2.4	571.2	94.74	72.68	10	0	12	12	0
54	39	8	8	1	155	54.25	1696.34	15.46	252.67	30	0	155	155	0
55	40	8	8	1	155	54.25	1696.34	15.46	252.67	30	0	155	155	0
56	42	48	48	1	400	100	2400	5.46	215.08	200	0	400	400	0
57	45	48	48	1	400	100	2400	5.46	215.08	200	0	400	400	0
58	46	1	1	1	50	0	0	0	0	50	50	50	50	0
59	46	1	1	1	50	0	0	0	0	50	50	50	50	0
60	46	1	1	1	50	0	0	0	0	50	50	50	50	0
61	46	1	1	1	50	0	0	0	0	50	50	50	50	0
62	46	1	1	1	50	0	0	0	0	50	50	50	50	0
63	46	1	1	1	50	0	0	0	0	50	50	50	50	0
64	47	8	8	1	155	54.25	1696.34	15.46	252.67	30	0	155	155	0
65	47	8	8	1	155	54.25	1696.34	15.46	252.67	30	0	155	155	0
66	47	24	48	1	350	140	7953.04	15.89	358.23	40	0	240	350	0
67	49	1	1	1	20	15.8	75.85	163.02	1138.68	20	20	20	20	0
68	49	1	1	1	20	15.8	75.85	163.02	1138.68	20	20	20	20	0
69	49	8	4	1	76	15.2	1060.88	19.64	130.63	20	0	76	76	0
70	49	8	4	1	76	15.2	1060.88	19.64	130.63	20	0	76	76	0
71	50	1	1	1	20	15.8	75.85	163.02	1138.68	20	20	20	20	0
72	50	1	1	1	20	15.8	75.85	163.02	1138.68	20	20	20	20	0
73	50	8	4	1	76	15.2	1060.88	19.64	130.63	20	0	76	76	0
74	50	8	4	1	76	15.2	1060.88	19.64	130.63	20	0	76	76	0
75	55	8	8	1	100	25	4754.4	75.64	839.45	70	0	100	100	0
76	55	8	8	1	100	25	4754.4	75.64	839.45	70	0	100	100	0
77	55	8	8	1	100	25	4754.4	75.64	839.45	70	0	100	100	0
78	61	12	10	1	197	68.95	6510	74.75	1159.93	30	0	180	197	0
79	61	12	10	1	197	68.95	6510	74.75	1159.93	30	0	180	197	0
80	61	12	10	1	197	68.95	6510	74.75	1159.93	30	0	180	197	0
81	62	1	1	1	0	0	0	0	0	0	0	0	0	0
82	63	4	2	1	12	2.4	571.2	94.74	72.68	10	0	12	12	0
83	63	4	2	1	12	2.4	571.2	94.74	72.68	10	0	12	12	0
84	63	4	2	1	12	2.4	571.2	94.74	72.68	10	0	12	12	0
85	63	4	2	1	12	2.4	571.2	94.74	72.68	10	0	12	12	0
86	63	4	2	1	12	2.4	571.2	94.74	72.68	10	0	12	12	0
87	63	8	8	1	155	54.25	1696.34	15.46	252.67	30	0	155	155	0
88	64	8	8	1	155	54.25	1696.34	15.46	252.67	30	0	155	155	0
89	66	48	48	1	400	100	2400	5.46	215.08	200	0	400	400	0
90	69	48	48	1	400	100	2400	5.46	215.08	200	0	400	400	0
91	70	1	1	1	50	0	0	0	0	50	50	50	50	0
92	70	1	1	1	50	0	0	0	0	50	50	50	50	0
93	70	1	1	1	50	0	0	0	0	50	50	50	50	0
94	70	1	1	1	50	0	0	0	0	50	50	50	50	0
95	70	1	1	1	50	0	0	0	0	50	50	50	50	0
96	70	1	1	1	50	0	0	0	0	50	50	50	50	0
97	71	8	8	1	155	54.25	1696.34	15.46	252.67	30	0	155	155	0
98	71	8	8	1	155	54.25	1696.34	15.46	252.67	30	0	155	155	0
99	71	24	48	1	350	140	7953.04	15.89	358.23	40	0	240	350	0
